Node ID,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,Miner,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,EXT_INV Received Bytes,EXT_INV Sent Bytes,EXT_GET_HEADERS Received Bytes,EXT_GET_HEADERS Sent Bytes,EXT_HEADERS Received Bytes,EXT_HEADERS Sent Bytes,EXT_GET_DATA Received Bytes,EXT_GET_DATA Sent Bytes,Chunk Received Bytes,Chunk Sent Bytes,Longest Fork,Blocks in Forks,Connections,Block Timeouts,Chunk Timeouts,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval
19,596.385,4.92052,706193,11,0,0,0,0,0,0,0,10400,9100,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4.65338e-310
20,595.967,1.18259,706193,11,0,1,4,682.188,622748,0.159,0,74750,125320,63504,972,1050,68600,50960,780,4571482,244655968,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,4.65338e-310,9.38725e-323
21,595.925,4.29535,706193,11,0,0,0,0,0,0,0,18200,16900,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4.65338e-310,1.13635e-322,1.13635e-322
22,595.889,1.77823,706193,11,0,0,0,0,0,0,0,10400,9100,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4.65338e-310,1.28457e-322,1.28457e-322,0
23,595.87,7.5179,706193,11,0,0,0,0,0,0,0,31200,29900,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1.13635e-322,1.13635e-322,0,9.79004e-313
24,595.502,3.90293,706193,11,0,0,0,0,0,0,0,18200,16900,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1.23516e-322,0,9.8033e-313,4.65338e-310
25,595.654,2.51811,706193,11,0,0,0,0,0,0,0,5200,3900,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4.6373e-314,4.65338e-310,1.4822e-323
26,596.224,11.0849,706193,11,0,0,0,0,0,0,0,20800,19500,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1.14161e-313,4.65338e-310,1.4822e-323,3.285e-317
27,595.677,2.30768,706193,11,0,0,0,0,0,0,0,11700,10400,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4.65338e-310,1.4822e-323,3.285e-317,0
28,595.714,2.69532,706193,11,0,0,0,0,0,0,0,11700,10400,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1.4822e-323,3.285e-317,0,1.50196e-321
29,595.546,3.19053,706193,11,0,1,0,0,0,0.133,0,115050,119600,6804,1620,1750,7350,5460,1300,7062834,32035568,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,3.285e-317,0,7.90505e-323,4.94066e-324
30,595.989,1.40144,706193,11,0,1,0,0,0,0.066,0,115310,114400,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,6.67977e-321,4.94066e-324,4.65338e-310
31,595.313,3.43416,706193,11,0,1,1,5953.13,896095,0.054,0,104130,114530,14418,1458,1575,15575,11570,1170,6166649,79760465,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,6.64024e-321,4.94066e-324,4.65338e-310,0
32,595.758,2.48565,706193,11,0,0,0,0,0,0,0,9100,7800,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4.94066e-324,4.65338e-310,0,4.65338e-310
33,595.512,4.34319,706193,11,0,0,0,0,0,0,0,7800,6500,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4.65338e-310,0,4.65338e-310,4.65338e-310
34,595.659,5.65948,706193,11,0,0,0,0,0,0,0,22100,20800,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,4.65338e-310,4.65338e-310,4.65338e-310
35,596.061,3.12235,706193,11,0,0,0,0,0,0,0,3900,2600,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
36,595.689,2.80824,706193,11,0,0,0,0,0,0,0,14300,13000,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
37,595.515,5.56607,706193,11,0,0,0,0,0,0,0,10400,9100,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
38,595.387,4.41792,706193,11,0,0,0,0,0,0,0,11700,10400,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4.65338e-310
39,595.715,1.41142,706193,11,0,0,0,0,0,0,0,5200,3900,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4.65338e-310,1.5316e-322
40,595.628,4.73137,706193,11,0,0,0,0,0,0,0,5200,3900,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4.65338e-310,4.94066e-323,9.82463e+170
41,595.771,2.77281,706193,11,0,0,0,0,0,0,0,10400,9100,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4.65338e-310,5.43472e-323,9.82463e+170,3.28411e-317
42,596.76,14.7997,706193,11,0,0,0,0,0,0,0,23400,22100,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1.23516e-322,1.23516e-322,0,4.39276e-314
43,511.31,45.369,685093,10,0,0,0,0,0,0,0,11700,9360,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1.38338e-322,0,1.88909e-312,4.65338e-310
44,596.253,3.98801,706193,11,0,0,0,0,0,0,0,3900,2600,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3.70516e-317,4.28934e-314,4.65338e-310,1.4822e-323
45,595.753,3.55838,706193,11,0,0,0,0,0,0,0,18200,16900,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2.00058e-312,4.65338e-310,1.4822e-323,3.285e-317
46,596.376,11.8573,706193,11,0,0,0,0,0,0,0,7800,6500,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4.65338e-310,1.4822e-323,3.285e-317,0
47,595.843,7.88549,706193,11,0,0,0,0,0,0,0,16900,15600,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1.4822e-323,3.285e-317,0,2.29246e-321
48,595.857,2.73597,706193,11,0,1,0,0,0,0.029,0,103740,102700,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,3.285e-317,0,2.52962e-321,4.94066e-324
49,595.917,3.28283,706193,11,0,0,0,0,0,0,0,15600,14300,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1.58101e-321,4.94066e-324,4.65338e-310
50,595.659,2.66541,706193,11,0,0,0,0,0,0,0,18200,16900,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2.76677e-322,4.94066e-324,4.65338e-310,0
51,513.043,62.0534,685093,10,0,0,0,0,0,0,0,20800,17550,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4.65338e-310
52,595.846,2.54418,706193,11,0,0,0,0,0,0,0,10400,9100,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4.65338e-310,0,4.65338e-310,4.65338e-310
53,595.868,7.11797,706193,11,0,0,0,0,0,0,0,14300,13000,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
54,595.791,2.47494,706193,11,0,1,0,0,0,0.016,0,95940,94900,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,4.65338e-310,4.65338e-310,4.65338e-310,4.65338e-310
55,595.367,3.90818,706193,11,0,0,0,0,0,0,0,22100,20800,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4.65338e-310,4.65338e-310,4.65338e-310,4.65338e-310
56,595.484,4.51909,706193,11,0,0,0,0,0,0,0,22100,20800,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4.65338e-310,0,0,0
57,595.918,3.10053,706193,11,0,0,0,0,0,0,0,11700,10400,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4.65338e-310
58,595.591,4.01057,706193,11,0,1,0,0,0,0.012,0,86840,85800,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,4.65338e-310,1.28457e-322
59,595.57,4.32461,706193,11,0,0,0,0,0,0,0,11700,10400,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4.65338e-310,1.03754e-322,1.03754e-322
60,595.65,1.90688,706193,11,0,0,0,0,0,0,0,7800,6500,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4.65338e-310,1.18576e-322,1.18576e-322,0
61,595.466,3.72845,706193,11,0,1,1,3611.29,748616,0.012,0,64220,70330,8910,1458,1575,9625,7150,1170,6314128,41178830,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,1.28457e-322,1.28457e-322,0,2.74246e-312
62,598.022,20.0064,706193,11,0,0,0,0,0,0,0,14300,13000,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1.63042e-322,0,3.42651e-313,4.65338e-310
63,596.086,3.8735,706193,11,0,0,0,0,0,0,0,2600,1300,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5.28484e-314,4.65338e-310,3.45846e-323
64,597.765,19.0222,706193,11,0,0,0,0,0,0,0,11700,10400,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4.37733e-314,4.65338e-310,3.45846e-323,1.22143e-306
65,595.905,3.83304,706193,11,0,0,0,0,0,0,0,18200,16900,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4.65338e-310,3.95253e-323,4.91018e+252,0
66,595.989,7.29268,706193,11,0,0,0,0,0,0,0,22100,20800,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,5.92879e-323,3.98386e+252,9.56816e-315,9.09081e-322
67,596.087,2.45987,706193,11,0,0,0,0,0,0,0,22100,20800,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.98386e+252,9.56816e-315,1.18576e-322,4.94066e-324
68,597.122,14.4711,706193,11,0,0,0,0,0,0,0,9100,7800,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9.56816e-315,1.10671e-321,4.94066e-324,4.65338e-310
69,595.387,3.92466,706193,11,0,0,0,0,0,0,0,7800,6500,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8.3003e-322,4.94066e-324,4.65338e-310,0
70,596.001,4.43422,706193,11,0,0,0,0,0,0,0,9100,7800,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4.94066e-324,4.65338e-310,0,4.65338e-310
71,596.139,10.0445,706193,11,0,0,0,0,0,0,0,11700,10400,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4.65338e-310,0,4.65338e-310,4.65338e-310
72,595.688,5.11987,706193,11,0,0,0,0,0,0,0,16900,15600,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4.65338e-310,4.65338e-310,4.65338e-310
73,595.692,2.38937,706193,11,0,0,0,0,0,0,0,9100,7800,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
74,596.22,3.67006,706193,11,0,0,0,0,0,0,0,10400,9100,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4.65338e-310,4.65338e-310,4.65338e-310,4.65338e-310
75,595.507,4.45786,706193,11,0,0,0,0,0,0,0,16900,15600,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4.65338e-310,4.65338e-310,4.65338e-310,4.65338e-310
76,595.517,3.63057,706193,11,0,1,0,0,0,0.012,0,71370,70200,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,4.65338e-310
77,595.61,4.4513,706193,11,0,0,0,0,0,0,0,16900,15600,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4.65338e-310,1.03754e-322
78,595.72,2.20525,706193,11,0,0,0,0,0,0,0,10400,9100,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4.65338e-310,1.23516e-322,1.23516e-322
79,512.148,53.4727,685093,10,0,0,0,0,0,0,0,7800,5850,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4.65338e-310,1.03754e-322,1.03754e-322,0
80,596.223,9.4458,706193,11,0,0,0,0,0,0,0,20800,19500,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1.23516e-322,1.23516e-322,0,1.80136e-313
81,595.603,2.01623,706193,11,0,1,0,0,0,0.009,0,62270,61100,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,1.43279e-322,0,3.54551e-312,4.65338e-310
82,595.793,3.07981,706193,11,0,0,0,0,0,0,0,26000,24700,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3.54943e-312,4.65338e-310,1.4822e-323
83,595.874,3.06124,706193,11,0,0,0,0,0,0,0,7800,6500,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3.55366e-312,4.65338e-310,1.4822e-323,3.70579e-317
84,595.345,3.8681,706193,11,0,0,0,0,0,0,0,11700,10400,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4.65338e-310,1.4822e-323,3.70579e-317,0
85,595.344,3.83263,706193,11,0,1,0,0,0,0.005,0,59670,58500,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,1.4822e-323,3.70579e-317,0,3.16202e-322
86,596.693,13.9828,706193,11,0,0,0,0,0,0,0,14300,13000,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3.70579e-317,0,2.80629e-321,4.94066e-324
87,595.638,5.13441,706193,11,0,0,0,0,0,0,0,11700,10400,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3.16202e-322,4.94066e-324,4.65338e-310
88,595.798,3.01769,706193,11,0,0,0,0,0,0,0,26000,24700,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1.38338e-321,4.94066e-324,4.65338e-310,0
89,595.449,3.92731,706193,11,0,0,0,0,0,0,0,7800,6500,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4.94066e-324,4.65338e-310,0,4.65338e-310
90,595.373,3.32108,706193,11,0,1,0,0,0,0.005,0,47970,46800,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,4.65338e-310,0,0,0
91,595.721,2.57068,706193,11,0,0,0,0,0,0,0,15600,14300,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4.65338e-310,4.65338e-310,4.65338e-310
92,596.23,5.8962,706193,11,0,0,0,0,0,0,0,16900,15600,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4.65338e-310,4.65338e-310,4.65338e-310,0
93,595.974,1.70923,706193,11,0,0,0,0,0,0,0,20800,19500,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4.65338e-310,4.65338e-310,4.65338e-310,4.65338e-310
94,596.826,8.43516,706193,11,0,0,0,0,0,0,0,11700,10400,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
95,598.574,31.8834,706193,11,0,0,0,0,0,0,0,9100,7800,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4.65338e-310
96,595.452,3.35456,706193,11,0,1,0,0,0,0.002,0,40170,39000,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,4.65338e-310,1.13635e-322
97,595.67,2.84129,706193,11,0,0,0,0,0,0,0,20800,19500,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4.65338e-310,4.65338e-310,1.97626e-322,1.97626e-322
98,595.502,4.47842,706193,11,0,1,0,0,0,0.002,0,40170,39000,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,4.65338e-310,1.13635e-322,1.13635e-322,0
99,596.007,9.22212,706193,11,0,0,0,0,0,0,0,7800,6500,0,1620,1750,0,0,1300,7062834,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.23516e-322,1.23516e-322,0,4.03666e-312
