Mean Block Receive Time_x,Mean Block Propagation Time_x,Mean Block Size_x,Total Blocks_x,Stale Blocks_x,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,Longest Fork_x,Blocks in Forks_x,Connections,Mined Blocks in Main Chain_x,Is Attacker,Iteration,Mean Block Receive Time_y,Mean Block Propagation Time_y,Mean Block Size_y,Total Blocks_y,Stale Blocks_y,The average INV,The average GET_HEADERS Bytes,The average Headers Bytes,The average GET_DATA Sent Bytes,The average BLOCK Bytes,Longest Fork_y,Blocks in Forks_y,Mined Blocks in Main Chain_y,Fork Height,Fork Length,Block Interval,Time Interval,25 percentile of Block Propagation Time,75 percentile of Block Propagation Time,90 percentile of Block Propagation Time,Miners Mean Block Propagation Time,Total average traffic due to INV messages,Total average traffic due to GET_HEADERS messages,Total average traffic due to HEADERS messages,Total average traffic due to GET_DATA messages,Total average traffic due to BLOCK messages,Total average traffic/node,average Bandwidth Per Node,Label
590.847,0.329718,449659,9,0,2,1699.94,123518,0.289,0,11700,14820,4860,972,1050,5250,3900,780,3350777,3708240,0,0,15,0,0,17,590.921,0.803334,449659,9,0,14625,1215,1312.5,975,3373120,0,0,9,0,0,0,0,0.730172,1.02362,1.07408,0.803334,29250,2430,2625,1950,6746240,847.811,6782490,0
590.805,0.322095,449659,9,0,3,1575.48,432630,0.196,0,9750,14950,7290,810,875,7875,5850,650,2299834,19472385,0,0,15,0,0,17,590.921,0.803334,449659,9,0,14625,1215,1312.5,975,3373120,0,0,9,0,0,0,0,0.730172,1.02362,1.07408,0.803334,29250,2430,2625,1950,6746240,847.811,6782490,0
590.855,0.333078,449659,9,0,2,2246.64,901234,0.159,0,11700,14820,4860,972,1050,5250,3900,780,1795346,27039705,0,0,15,0,0,17,590.921,0.803334,449659,9,0,14625,1215,1312.5,975,3373120,0,0,9,0,0,0,0,0.730172,1.02362,1.07408,0.803334,29250,2430,2625,1950,6746240,847.811,6782490,0
590.931,0.926926,449659,9,0,0,0,0,0.133,0,15600,14560,0,1296,1400,0,0,1040,3597993,0,0,0,15,0,0,17,590.921,0.803334,449659,9,0,14625,1215,1312.5,975,3373120,0,0,9,0,0,0,0,0.730172,1.02362,1.07408,0.803334,29250,2430,2625,1950,6746240,847.811,6782490,0
590.862,0.455498,449659,9,0,0,0,0,0.066,0,15600,14560,0,1296,1400,0,0,1040,3597993,0,0,0,15,0,0,17,590.921,0.803334,449659,9,0,14625,1215,1312.5,975,3373120,0,0,9,0,0,0,0,0.730172,1.02362,1.07408,0.803334,29250,2430,2625,1950,6746240,847.811,6782490,0
590.945,1.00321,449659,9,0,1,2607.51,249881,0.054,0,13650,14690,2430,1134,1225,2625,1950,910,3348022,3749565,0,0,15,0,0,17,590.921,0.803334,449659,9,0,14625,1215,1312.5,975,3373120,0,0,9,0,0,0,0,0.730172,1.02362,1.07408,0.803334,29250,2430,2625,1950,6746240,847.811,6782490,0
590.91,0.771682,449659,9,0,0,0,0,0.029,0,15600,14560,0,1296,1400,0,0,1040,3597993,0,0,0,15,0,0,17,590.921,0.803334,449659,9,0,14625,1215,1312.5,975,3373120,0,0,9,0,0,0,0,0.730172,1.02362,1.07408,0.803334,29250,2430,2625,1950,6746240,847.811,6782490,0
590.917,0.741451,449659,9,0,0,0,0,0.016,0,15600,14560,0,1296,1400,0,0,1040,3597993,0,0,0,15,0,0,17,590.921,0.803334,449659,9,0,14625,1215,1312.5,975,3373120,0,0,9,0,0,0,0,0.730172,1.02362,1.07408,0.803334,29250,2430,2625,1950,6746240,847.811,6782490,0
590.973,1.05188,449659,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3597993,0,0,0,15,0,0,17,590.921,0.803334,449659,9,0,14625,1215,1312.5,975,3373120,0,0,9,0,0,0,0,0.730172,1.02362,1.07408,0.803334,29250,2430,2625,1950,6746240,847.811,6782490,0
590.988,1.00664,449659,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3597993,0,0,0,15,0,0,17,590.921,0.803334,449659,9,0,14625,1215,1312.5,975,3373120,0,0,9,0,0,0,0,0.730172,1.02362,1.07408,0.803334,29250,2430,2625,1950,6746240,847.811,6782490,0
590.959,1.02362,449659,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3597993,0,0,0,15,0,0,17,590.921,0.803334,449659,9,0,14625,1215,1312.5,975,3373120,0,0,9,0,0,0,0,0.730172,1.02362,1.07408,0.803334,29250,2430,2625,1950,6746240,847.811,6782490,0
590.901,0.730172,449659,9,0,0,0,0,0.009,0,15600,14560,0,1296,1400,0,0,1040,3597993,0,0,0,15,0,0,17,590.921,0.803334,449659,9,0,14625,1215,1312.5,975,3373120,0,0,9,0,0,0,0,0.730172,1.02362,1.07408,0.803334,29250,2430,2625,1950,6746240,847.811,6782490,0
590.966,1.07408,449659,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,3597993,0,0,0,15,0,0,17,590.921,0.803334,449659,9,0,14625,1215,1312.5,975,3373120,0,0,9,0,0,0,0,0.730172,1.02362,1.07408,0.803334,29250,2430,2625,1950,6746240,847.811,6782490,0
590.952,0.948312,449659,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,3597993,0,0,0,15,0,0,17,590.921,0.803334,449659,9,0,14625,1215,1312.5,975,3373120,0,0,9,0,0,0,0,0.730172,1.02362,1.07408,0.803334,29250,2430,2625,1950,6746240,847.811,6782490,0
590.938,0.986372,449659,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3597993,0,0,0,15,0,0,17,590.921,0.803334,449659,9,0,14625,1215,1312.5,975,3373120,0,0,9,0,0,0,0,0.730172,1.02362,1.07408,0.803334,29250,2430,2625,1950,6746240,847.811,6782490,0
590.98,1.14861,449659,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3597993,0,0,0,15,0,0,17,590.921,0.803334,449659,9,0,14625,1215,1312.5,975,3373120,0,0,9,0,0,0,0,0.730172,1.02362,1.07408,0.803334,29250,2430,2625,1950,6746240,847.811,6782490,0
580.822,0.35479,789442,10,0,3,1742.47,875561,0.289,0,11700,16770,7290,972,1050,7875,5850,780,4478831,39404295,0,0,15,0,0,18,580.936,0.937192,789442,10,0,16453.1,1366.87,1476.56,1096.88,6661670,0,0,10,0,0,0,0,0.846427,1.20275,1.31332,0.937192,32906.2,2733.75,2953.12,2193.75,13323300,1484.9,13364100,0
580.879,0.372609,789442,10,0,4,965.183,686056,0.196,0,9750,16900,9720,810,875,10500,7800,650,4361198,41168790,0,0,15,0,0,18,580.936,0.937192,789442,10,0,16453.1,1366.87,1476.56,1096.88,6661670,0,0,10,0,0,0,0,0.846427,1.20275,1.31332,0.937192,32906.2,2733.75,2953.12,2193.75,13323300,1484.9,13364100,0
580.87,0.492728,789442,10,0,1,222.333,737422,0.159,0,15600,16510,2430,1296,1400,2625,1950,1040,6368272,11062680,0,0,15,0,0,18,580.936,0.937192,789442,10,0,16453.1,1366.87,1476.56,1096.88,6661670,0,0,10,0,0,0,0,0.846427,1.20275,1.31332,0.937192,32906.2,2733.75,2953.12,2193.75,13323300,1484.9,13364100,0
580.942,0.93488,789442,10,0,1,983.971,996643,0.133,0,15600,16510,2430,1296,1400,2625,1950,1040,6109051,14950995,0,0,15,0,0,18,580.936,0.937192,789442,10,0,16453.1,1366.87,1476.56,1096.88,6661670,0,0,10,0,0,0,0,0.846427,1.20275,1.31332,0.937192,32906.2,2733.75,2953.12,2193.75,13323300,1484.9,13364100,0
580.862,0.512081,789442,10,0,0,0,0,0.066,0,17550,16380,0,1458,1575,0,0,1170,7105784,0,0,0,15,0,0,18,580.936,0.937192,789442,10,0,16453.1,1366.87,1476.56,1096.88,6661670,0,0,10,0,0,0,0,0.846427,1.20275,1.31332,0.937192,32906.2,2733.75,2953.12,2193.75,13323300,1484.9,13364100,0
580.967,1.15428,789442,10,0,0,0,0,0.054,0,17550,16380,0,1458,1575,0,0,1170,7105784,0,0,0,15,0,0,18,580.936,0.937192,789442,10,0,16453.1,1366.87,1476.56,1096.88,6661670,0,0,10,0,0,0,0,0.846427,1.20275,1.31332,0.937192,32906.2,2733.75,2953.12,2193.75,13323300,1484.9,13364100,0
580.918,0.866121,789442,10,0,0,0,0,0.029,0,17550,16380,0,1458,1575,0,0,1170,7105784,0,0,0,15,0,0,18,580.936,0.937192,789442,10,0,16453.1,1366.87,1476.56,1096.88,6661670,0,0,10,0,0,0,0,0.846427,1.20275,1.31332,0.937192,32906.2,2733.75,2953.12,2193.75,13323300,1484.9,13364100,0
580.91,0.846427,789442,10,0,0,0,0,0.016,0,17550,16380,0,1458,1575,0,0,1170,7105784,0,0,0,15,0,0,18,580.936,0.937192,789442,10,0,16453.1,1366.87,1476.56,1096.88,6661670,0,0,10,0,0,0,0,0.846427,1.20275,1.31332,0.937192,32906.2,2733.75,2953.12,2193.75,13323300,1484.9,13364100,0
581.001,1.31332,789442,10,0,0,0,0,0.012,0,17550,16380,0,1458,1575,0,0,1170,7105784,0,0,0,15,0,0,18,580.936,0.937192,789442,10,0,16453.1,1366.87,1476.56,1096.88,6661670,0,0,10,0,0,0,0,0.846427,1.20275,1.31332,0.937192,32906.2,2733.75,2953.12,2193.75,13323300,1484.9,13364100,0
580.993,1.30942,789442,10,0,0,0,0,0.012,0,17550,16380,0,1458,1575,0,0,1170,7105784,0,0,0,15,0,0,18,580.936,0.937192,789442,10,0,16453.1,1366.87,1476.56,1096.88,6661670,0,0,10,0,0,0,0,0.846427,1.20275,1.31332,0.937192,32906.2,2733.75,2953.12,2193.75,13323300,1484.9,13364100,0
580.975,1.15994,789442,10,0,0,0,0,0.012,0,17550,16380,0,1458,1575,0,0,1170,7105784,0,0,0,15,0,0,18,580.936,0.937192,789442,10,0,16453.1,1366.87,1476.56,1096.88,6661670,0,0,10,0,0,0,0,0.846427,1.20275,1.31332,0.937192,32906.2,2733.75,2953.12,2193.75,13323300,1484.9,13364100,0
580.927,0.864535,789442,10,0,0,0,0,0.009,0,17550,16380,0,1458,1575,0,0,1170,7105784,0,0,0,15,0,0,18,580.936,0.937192,789442,10,0,16453.1,1366.87,1476.56,1096.88,6661670,0,0,10,0,0,0,0,0.846427,1.20275,1.31332,0.937192,32906.2,2733.75,2953.12,2193.75,13323300,1484.9,13364100,0
580.959,1.20275,789442,10,0,0,0,0,0.005,0,17550,16380,0,1458,1575,0,0,1170,7105784,0,0,0,15,0,0,18,580.936,0.937192,789442,10,0,16453.1,1366.87,1476.56,1096.88,6661670,0,0,10,0,0,0,0,0.846427,1.20275,1.31332,0.937192,32906.2,2733.75,2953.12,2193.75,13323300,1484.9,13364100,0
580.984,1.15722,789442,10,0,0,0,0,0.005,0,17550,16380,0,1458,1575,0,0,1170,7105784,0,0,0,15,0,0,18,580.936,0.937192,789442,10,0,16453.1,1366.87,1476.56,1096.88,6661670,0,0,10,0,0,0,0,0.846427,1.20275,1.31332,0.937192,32906.2,2733.75,2953.12,2193.75,13323300,1484.9,13364100,0
580.95,1.03083,789442,10,0,0,0,0,0.002,0,17550,16380,0,1458,1575,0,0,1170,7105784,0,0,0,15,0,0,18,580.936,0.937192,789442,10,0,16453.1,1366.87,1476.56,1096.88,6661670,0,0,10,0,0,0,0,0.846427,1.20275,1.31332,0.937192,32906.2,2733.75,2953.12,2193.75,13323300,1484.9,13364100,0
581.01,1.42313,789442,10,0,0,0,0,0.002,0,17550,16380,0,1458,1575,0,0,1170,7105784,0,0,0,15,0,0,18,580.936,0.937192,789442,10,0,16453.1,1366.87,1476.56,1096.88,6661670,0,0,10,0,0,0,0,0.846427,1.20275,1.31332,0.937192,32906.2,2733.75,2953.12,2193.75,13323300,1484.9,13364100,0
664.779,0.547481,513011,10,0,2,2344.92,775319,0.289,0,13650,16640,4860,1134,1225,5250,3900,910,3067090,23262270,0,0,15,0,0,19,664.748,0.715855,513011,10,0,16453.1,1366.88,1476.56,1096.88,4329290,0,0,10,0,0,0,0,0.628019,0.811891,0.859728,0.715855,32906.2,2733.75,2953.12,2193.75,8658580,966.596,8699360,0
664.788,0.669665,513011,10,0,0,0,0,0.196,0,17550,16380,0,1458,1575,0,0,1170,4617908,0,0,0,15,0,0,19,664.748,0.715855,513011,10,0,16453.1,1366.88,1476.56,1096.88,4329290,0,0,10,0,0,0,0,0.628019,0.811891,0.859728,0.715855,32906.2,2733.75,2953.12,2193.75,8658580,966.596,8699360,0
664.783,0.588882,513011,10,0,2,1270.78,398462,0.159,0,13650,16640,4860,1134,1225,5250,3900,910,3820805,11956545,0,0,15,0,0,19,664.748,0.715855,513011,10,0,16453.1,1366.88,1476.56,1096.88,4329290,0,0,10,0,0,0,0,0.628019,0.811891,0.859728,0.715855,32906.2,2733.75,2953.12,2193.75,8658580,966.596,8699360,0
664.756,0.628019,513011,10,0,3,856.859,490697,0.133,0,11700,16770,7290,972,1050,7875,5850,780,3145547,22085415,0,0,15,0,0,19,664.748,0.715855,513011,10,0,16453.1,1366.88,1476.56,1096.88,4329290,0,0,10,0,0,0,0,0.628019,0.811891,0.859728,0.715855,32906.2,2733.75,2953.12,2193.75,8658580,966.596,8699360,0
664.792,0.582833,513011,10,0,1,2001.53,404082,0.066,0,15600,16510,2430,1296,1400,2625,1950,1040,4213736,6062580,0,0,15,0,0,19,664.748,0.715855,513011,10,0,16453.1,1366.88,1476.56,1096.88,4329290,0,0,10,0,0,0,0,0.628019,0.811891,0.859728,0.715855,32906.2,2733.75,2953.12,2193.75,8658580,966.596,8699360,0
664.765,0.859728,513011,10,0,0,0,0,0.054,0,17550,16380,0,1458,1575,0,0,1170,4617908,0,0,0,15,0,0,19,664.748,0.715855,513011,10,0,16453.1,1366.88,1476.56,1096.88,4329290,0,0,10,0,0,0,0,0.628019,0.811891,0.859728,0.715855,32906.2,2733.75,2953.12,2193.75,8658580,966.596,8699360,0
664.692,0.658728,513011,10,0,1,5982.23,393364,0.029,0,15600,16510,2430,1296,1400,2625,1950,1040,4224454,5901810,0,0,15,0,0,19,664.748,0.715855,513011,10,0,16453.1,1366.88,1476.56,1096.88,4329290,0,0,10,0,0,0,0,0.628019,0.811891,0.859728,0.715855,32906.2,2733.75,2953.12,2193.75,8658580,966.596,8699360,0
664.699,0.626126,513011,10,0,0,0,0,0.016,0,17550,16380,0,1458,1575,0,0,1170,4617908,0,0,0,15,0,0,19,664.748,0.715855,513011,10,0,16453.1,1366.88,1476.56,1096.88,4329290,0,0,10,0,0,0,0,0.628019,0.811891,0.859728,0.715855,32906.2,2733.75,2953.12,2193.75,8658580,966.596,8699360,0
664.748,0.856199,513011,10,0,0,0,0,0.012,0,17550,16380,0,1458,1575,0,0,1170,4617908,0,0,0,15,0,0,19,664.748,0.715855,513011,10,0,16453.1,1366.88,1476.56,1096.88,4329290,0,0,10,0,0,0,0,0.628019,0.811891,0.859728,0.715855,32906.2,2733.75,2953.12,2193.75,8658580,966.596,8699360,0
664.734,0.763756,513011,10,0,0,0,0,0.012,0,17550,16380,0,1458,1575,0,0,1170,4617908,0,0,0,15,0,0,19,664.748,0.715855,513011,10,0,16453.1,1366.88,1476.56,1096.88,4329290,0,0,10,0,0,0,0,0.628019,0.811891,0.859728,0.715855,32906.2,2733.75,2953.12,2193.75,8658580,966.596,8699360,0
664.759,0.764445,513011,10,0,0,0,0,0.012,0,17550,16380,0,1458,1575,0,0,1170,4617908,0,0,0,15,0,0,19,664.748,0.715855,513011,10,0,16453.1,1366.88,1476.56,1096.88,4329290,0,0,10,0,0,0,0,0.628019,0.811891,0.859728,0.715855,32906.2,2733.75,2953.12,2193.75,8658580,966.596,8699360,0
664.703,0.687668,513011,10,0,0,0,0,0.009,0,17550,16380,0,1458,1575,0,0,1170,4617908,0,0,0,15,0,0,19,664.748,0.715855,513011,10,0,16453.1,1366.88,1476.56,1096.88,4329290,0,0,10,0,0,0,0,0.628019,0.811891,0.859728,0.715855,32906.2,2733.75,2953.12,2193.75,8658580,966.596,8699360,0
664.741,0.811891,513011,10,0,0,0,0,0.005,0,17550,16380,0,1458,1575,0,0,1170,4617908,0,0,0,15,0,0,19,664.748,0.715855,513011,10,0,16453.1,1366.88,1476.56,1096.88,4329290,0,0,10,0,0,0,0,0.628019,0.811891,0.859728,0.715855,32906.2,2733.75,2953.12,2193.75,8658580,966.596,8699360,0
664.745,0.757179,513011,10,0,0,0,0,0.005,0,17550,16380,0,1458,1575,0,0,1170,4617908,0,0,0,15,0,0,19,664.748,0.715855,513011,10,0,16453.1,1366.88,1476.56,1096.88,4329290,0,0,10,0,0,0,0,0.628019,0.811891,0.859728,0.715855,32906.2,2733.75,2953.12,2193.75,8658580,966.596,8699360,0
664.738,0.713576,513011,10,0,0,0,0,0.002,0,17550,16380,0,1458,1575,0,0,1170,4617908,0,0,0,15,0,0,19,664.748,0.715855,513011,10,0,16453.1,1366.88,1476.56,1096.88,4329290,0,0,10,0,0,0,0,0.628019,0.811891,0.859728,0.715855,32906.2,2733.75,2953.12,2193.75,8658580,966.596,8699360,0
664.752,0.937498,513011,10,0,0,0,0,0.002,0,17550,16380,0,1458,1575,0,0,1170,4617908,0,0,0,15,0,0,19,664.748,0.715855,513011,10,0,16453.1,1366.88,1476.56,1096.88,4329290,0,0,10,0,0,0,0,0.628019,0.811891,0.859728,0.715855,32906.2,2733.75,2953.12,2193.75,8658580,966.596,8699360,0
749.958,0.522435,423412,9,0,4,1499.92,440721,0.289,0,7800,15080,9720,648,700,10500,7800,520,1624770,26448675,0,0,15,0,0,20,568.095,0.632998,413433,8.0625,0,13260,1215,1312.5,975,3176260,0,0,8,0,0,0,0,0.592206,0.68474,0.740479,0.633862,26178.8,2430,2493.75,1950,5978590,851.205,6011640,0
554.532,0.756747,412685,8,0,0,0,0,0.196,0,13780,14560,0,1296,1400,0,0,1040,3388015,0,0,0,15,0,0,20,568.095,0.632998,413433,8.0625,0,13260,1215,1312.5,975,3176260,0,0,8,0,0,0,0,0.592206,0.68474,0.740479,0.633862,26178.8,2430,2493.75,1950,5978590,851.205,6011640,0
554.536,0.740479,412685,8,0,0,0,0,0.159,0,13780,14560,0,1296,1400,0,0,1040,3388015,0,0,0,15,0,0,20,568.095,0.632998,413433,8.0625,0,13260,1215,1312.5,975,3176260,0,0,8,0,0,0,0,0.592206,0.68474,0.740479,0.633862,26178.8,2430,2493.75,1950,5978590,851.205,6011640,0
554.413,0.468613,412685,8,0,2,1541.92,254032,0.133,0,9880,13000,4860,972,875,5250,3900,780,2381180,7623675,0,0,15,0,0,20,568.095,0.632998,413433,8.0625,0,13260,1215,1312.5,975,3176260,0,0,8,0,0,0,0,0.592206,0.68474,0.740479,0.633862,26178.8,2430,2493.75,1950,5978590,851.205,6011640,0
554.546,0.708091,412685,8,0,0,0,0,0.066,0,13780,14560,0,1296,1400,0,0,1040,3388015,0,0,0,15,0,0,20,568.095,0.632998,413433,8.0625,0,13260,1215,1312.5,975,3176260,0,0,8,0,0,0,0,0.592206,0.68474,0.740479,0.633862,26178.8,2430,2493.75,1950,5978590,851.205,6011640,0
554.44,0.65456,412685,8,0,0,0,0,0.054,0,13780,12740,0,1296,1225,0,0,1040,2889425,0,0,0,15,0,0,20,568.095,0.632998,413433,8.0625,0,13260,1215,1312.5,975,3176260,0,0,8,0,0,0,0,0.592206,0.68474,0.740479,0.633862,26178.8,2430,2493.75,1950,5978590,851.205,6011640,0
554.469,0.646632,412685,8,0,0,0,0,0.029,0,13780,12740,0,1296,1225,0,0,1040,2889425,0,0,0,15,0,0,20,568.095,0.632998,413433,8.0625,0,13260,1215,1312.5,975,3176260,0,0,8,0,0,0,0,0.592206,0.68474,0.740479,0.633862,26178.8,2430,2493.75,1950,5978590,851.205,6011640,0
554.46,0.631914,412685,8,0,0,0,0,0.016,0,13780,12740,0,1296,1225,0,0,1040,2889425,0,0,0,15,0,0,20,568.095,0.632998,413433,8.0625,0,13260,1215,1312.5,975,3176260,0,0,8,0,0,0,0,0.592206,0.68474,0.740479,0.633862,26178.8,2430,2493.75,1950,5978590,851.205,6011640,0
554.422,0.670839,412685,8,0,0,0,0,0.012,0,13780,12740,0,1296,1225,0,0,1040,2889425,0,0,0,15,0,0,20,568.095,0.632998,413433,8.0625,0,13260,1215,1312.5,975,3176260,0,0,8,0,0,0,0,0.592206,0.68474,0.740479,0.633862,26178.8,2430,2493.75,1950,5978590,851.205,6011640,0
554.427,0.594018,412685,8,0,1,1687.03,747825,0.012,0,11830,12870,2430,1134,1050,2625,1950,910,2141510,11218725,0,0,15,0,0,20,568.095,0.632998,413433,8.0625,0,13260,1215,1312.5,975,3176260,0,0,8,0,0,0,0,0.592206,0.68474,0.740479,0.633862,26178.8,2430,2493.75,1950,5978590,851.205,6011640,0
554.396,0.577337,412685,8,0,1,3880.77,368520,0.012,0,11830,12870,2430,1134,1050,2625,1950,910,2520815,5529150,0,0,15,0,0,20,568.095,0.632998,413433,8.0625,0,13260,1215,1312.5,975,3176260,0,0,8,0,0,0,0,0.592206,0.68474,0.740479,0.633862,26178.8,2430,2493.75,1950,5978590,851.205,6011640,0
554.464,0.678813,412685,8,0,0,0,0,0.009,0,13780,12740,0,1296,1225,0,0,1040,2889425,0,0,0,15,0,0,20,568.095,0.632998,413433,8.0625,0,13260,1215,1312.5,975,3176260,0,0,8,0,0,0,0,0.592206,0.68474,0.740479,0.633862,26178.8,2430,2493.75,1950,5978590,851.205,6011640,0
554.435,0.592206,412685,8,0,0,0,0,0.005,0,13780,12740,0,1296,1225,0,0,1040,2889425,0,0,0,15,0,0,20,568.095,0.632998,413433,8.0625,0,13260,1215,1312.5,975,3176260,0,0,8,0,0,0,0,0.592206,0.68474,0.740479,0.633862,26178.8,2430,2493.75,1950,5978590,851.205,6011640,0
554.444,0.6356,412685,8,0,0,0,0,0.005,0,13780,12740,0,1296,1225,0,0,1040,2889425,0,0,0,15,0,0,20,568.095,0.632998,413433,8.0625,0,13260,1215,1312.5,975,3176260,0,0,8,0,0,0,0,0.592206,0.68474,0.740479,0.633862,26178.8,2430,2493.75,1950,5978590,851.205,6011640,0
554.418,0.578767,412685,8,0,0,0,0,0.002,0,13780,12740,0,1296,1225,0,0,1040,2889425,0,0,0,15,0,0,20,568.095,0.632998,413433,8.0625,0,13260,1215,1312.5,975,3176260,0,0,8,0,0,0,0,0.592206,0.68474,0.740479,0.633862,26178.8,2430,2493.75,1950,5978590,851.205,6011640,0
554.431,0.68474,412685,8,0,0,0,0,0.002,0,13780,12740,0,1296,1225,0,0,1040,2889425,0,0,0,15,0,0,20,568.095,0.632998,413433,8.0625,0,13260,1215,1312.5,975,3176260,0,0,8,0,0,0,0,0.592206,0.68474,0.740479,0.633862,26178.8,2430,2493.75,1950,5978590,851.205,6011640,0
469.088,0.544684,598137,13,0,2,2814.53,747282,0.289,0,19500,22100,4860,1620,1750,5250,3900,1300,5683981,22421160,0,0,15,0,0,21,469.167,0.791796,598137,13,0,21937.5,1822.5,1968.75,1462.5,6730050,0,0,13,0,0,0,0,0.664209,0.971515,0.990242,0.791796,43875,3645,3937.5,2925,13460100,1126.21,13514500,0
469.127,0.642976,598137,13,0,1,1860.51,192405,0.196,0,21450,21970,2430,1782,1925,2625,1950,1430,6986230,2887425,0,0,15,0,0,21,469.167,0.791796,598137,13,0,21937.5,1822.5,1968.75,1462.5,6730050,0,0,13,0,0,0,0,0.664209,0.971515,0.990242,0.791796,43875,3645,3937.5,2925,13460100,1126.21,13514500,0
469.122,0.524246,598137,13,0,4,533.565,584655,0.159,0,15600,22360,9720,1296,1400,10500,7800,1040,4839746,35084685,0,0,15,0,0,21,469.167,0.791796,598137,13,0,21937.5,1822.5,1968.75,1462.5,6730050,0,0,13,0,0,0,0,0.664209,0.971515,0.990242,0.791796,43875,3645,3937.5,2925,13460100,1126.21,13514500,0
469.173,0.750895,598137,13,0,2,2724.64,635666,0.133,0,19500,22100,4860,1620,1750,5250,3900,1300,5907213,19072680,0,0,15,0,0,21,469.167,0.791796,598137,13,0,21937.5,1822.5,1968.75,1462.5,6730050,0,0,13,0,0,0,0,0.664209,0.971515,0.990242,0.791796,43875,3645,3937.5,2925,13460100,1126.21,13514500,0
469.117,0.599875,598137,13,0,1,4641.2,749564,0.066,0,21450,21970,2430,1782,1925,2625,1950,1430,6429071,11244810,0,0,15,0,0,21,469.167,0.791796,598137,13,0,21937.5,1822.5,1968.75,1462.5,6730050,0,0,13,0,0,0,0,0.664209,0.971515,0.990242,0.791796,43875,3645,3937.5,2925,13460100,1126.21,13514500,0
469.188,0.990242,598137,13,0,1,2088.47,213926,0.054,0,21450,21970,2430,1782,1925,2625,1950,1430,6964709,3210240,0,0,15,0,0,21,469.167,0.791796,598137,13,0,21937.5,1822.5,1968.75,1462.5,6730050,0,0,13,0,0,0,0,0.664209,0.971515,0.990242,0.791796,43875,3645,3937.5,2925,13460100,1126.21,13514500,0
469.158,0.727046,598137,13,0,0,0,0,0.029,0,23400,21840,0,1944,2100,0,0,1560,7178725,0,0,0,15,0,0,21,469.167,0.791796,598137,13,0,21937.5,1822.5,1968.75,1462.5,6730050,0,0,13,0,0,0,0,0.664209,0.971515,0.990242,0.791796,43875,3645,3937.5,2925,13460100,1126.21,13514500,0
469.153,0.664209,598137,13,0,1,5164.29,917235,0.016,0,21450,21970,2430,1782,1925,2625,1950,1430,6261400,13759875,0,0,15,0,0,21,469.167,0.791796,598137,13,0,21937.5,1822.5,1968.75,1462.5,6730050,0,0,13,0,0,0,0,0.664209,0.971515,0.990242,0.791796,43875,3645,3937.5,2925,13460100,1126.21,13514500,0
469.209,0.988436,598137,13,0,0,0,0,0.012,0,23400,21840,0,1944,2100,0,0,1560,7178725,0,0,0,15,0,0,21,469.167,0.791796,598137,13,0,21937.5,1822.5,1968.75,1462.5,6730050,0,0,13,0,0,0,0,0.664209,0.971515,0.990242,0.791796,43875,3645,3937.5,2925,13460100,1126.21,13514500,0
469.204,0.884837,598137,13,0,0,0,0,0.012,0,23400,21840,0,1944,2100,0,0,1560,7178725,0,0,0,15,0,0,21,469.167,0.791796,598137,13,0,21937.5,1822.5,1968.75,1462.5,6730050,0,0,13,0,0,0,0,0.664209,0.971515,0.990242,0.791796,43875,3645,3937.5,2925,13460100,1126.21,13514500,0
469.193,0.894537,598137,13,0,0,0,0,0.012,0,23400,21840,0,1944,2100,0,0,1560,7178725,0,0,0,15,0,0,21,469.167,0.791796,598137,13,0,21937.5,1822.5,1968.75,1462.5,6730050,0,0,13,0,0,0,0,0.664209,0.971515,0.990242,0.791796,43875,3645,3937.5,2925,13460100,1126.21,13514500,0
469.163,0.70989,598137,13,0,0,0,0,0.009,0,23400,21840,0,1944,2100,0,0,1560,7178725,0,0,0,15,0,0,21,469.167,0.791796,598137,13,0,21937.5,1822.5,1968.75,1462.5,6730050,0,0,13,0,0,0,0,0.664209,0.971515,0.990242,0.791796,43875,3645,3937.5,2925,13460100,1126.21,13514500,0
469.183,0.971515,598137,13,0,0,0,0,0.005,0,23400,21840,0,1944,2100,0,0,1560,7178725,0,0,0,15,0,0,21,469.167,0.791796,598137,13,0,21937.5,1822.5,1968.75,1462.5,6730050,0,0,13,0,0,0,0,0.664209,0.971515,0.990242,0.791796,43875,3645,3937.5,2925,13460100,1126.21,13514500,0
