Mean Block Receive Time_x,Mean Block Propagation Time_x,Mean Block Size_x,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,Iteration,Mean Block Receive Time_y,Mean Block Propagation Time_y,Mean Block Size_y,The average INV,The average GET_HEADERS Bytes,The average Headers Bytes,The average GET_DATA Sent Bytes,The average BLOCK Bytes,25 percentile of Block Propagation Time,75 percentile of Block Propagation Time,90 percentile of Block Propagation Time,Miners Mean Block Propagation Time,Total average traffic due to INV messages,Total average traffic due to GET_HEADERS messages,Total average traffic due to HEADERS messages,Total average traffic due to GET_DATA messages,Total average traffic due to BLOCK messages,Total average traffic/node,average Bandwidth Per Node,Label
603.19,0.472297,487692,307,1953.47,462989.0,0.3,1339650,1324080,34020,111294,120225,141240,73740,89310,342761815,722325870,86,749.666,365.821,495943,1431160.0,106464.0,121538.0,88336.9,366485000,396.405,396.735,396.869,371.82,2862310.0,212929.0,243077.0,176674.0,732969000,921.732,736464000,1
799.728,460.552,526357,19,29846.8,531866.0,0.029,1417366,1367470,46170,104490,119841,49875,37050,86946,384720516,151607430,4,786.253,424.758,525438,1363510.0,100845.0,115468.0,83827.5,370151000,460.552,461.019,461.047,431.996,2727030.0,201690.0,230936.0,167655.0,740302000,975.891,743629000,1
368.0,0.593612,385235,2,2544.71,599048.0,0.133,27300,29380,4860,2268,2450,5250,3900,1820,4966924,17974125,68,367.994,0.656419,385235,29250.0,2430.0,2625.0,1950.0,5779870,0.619247,0.71473,0.726405,0.656419,58500.0,4860.0,5250.0,3900.0,11559700,727.016,11632300,0
798.721,439.712,522386,10,58233.1,337971.0,0.016,1437712,1368120,24300,107568,122437,26250,19500,89092,388991642,50709150,61,785.319,405.474,520927,1366140.0,102364.0,116425.0,84742.5,367849000,439.64,440.002,440.084,412.374,2732270.0,204727.0,232851.0,169485.0,735698000,968.594,739037000,1
797.901,212.701,508032,59,10119.9,477508.0,0.066,1341458,1370850,143370,104814,116708,154875,115050,85658,352401258,422673810,34,781.97,195.631,506251,1365480.0,107224.0,119093.0,87495.0,356793000,212.778,212.996,213.074,199.632,2730950.0,214448.0,238187.0,174990.0,713587000,938.41,716945000,1
590.966,1.07408,449659,0,0.0,0.0,0.005,15600,14560,0,1296,1400,0,0,1040,3597993,0,17,590.921,0.803334,449659,14625.0,1215.0,1312.5,975.0,3373120,0.730172,1.02362,1.07408,0.803334,29250.0,2430.0,2625.0,1950.0,6746240,847.811,6782490,0
789.682,482.279,528906,4,91423.0,368334.0,0.005,1464166,1381900,9720,108378,124041,10500,7800,90066,400026697,22105455,64,777.534,444.909,527578,1379970.0,102212.0,116945.0,84924.4,376407000,481.747,482.076,482.248,451.852,2759940.0,204424.0,233889.0,169849.0,752813000,982.054,756181000,1
930.772,1.10984,603763,0,0.0,0.0,0.002,11700,10920,0,972,1050,0,0,780,3623120,0,9,930.738,0.901142,603763,10968.8,911.25,984.375,731.25,3396680,0.764402,1.19979,1.29963,0.901142,21937.5,1822.5,1968.75,1462.5,6793350,1136.76,6820540,0
751.395,599.358,509492,13,40575.8,383151.0,0.009,1519846,1454050,31590,108378,126471,34125,25350,91146,401654032,74731920,73,740.991,554.404,508703,1448620.0,103579.0,120699.0,87033.7,381221000,599.358,599.832,599.962,562.16,2897240.0,207158.0,241399.0,174068.0,762443000,946.802,765963000,1
771.126,500.765,533283,50,11925.9,511763.0,0.054,1408908,1420640,121500,102708,118483,131250,97500,85768,388830076,383890020,16,759.177,461.954,532354,1412260.0,103882.0,119281.0,86501.2,388521000,500.3,500.679,500.764,469.221,2824520.0,207765.0,238562.0,173002.0,777043000,989.21,780486000,1
459.885,0.989911,500534,1,559.465,140619.0,0.054,23400,23790,2430,1944,2100,2625,1950,1560,6367406,2110635,97,459.867,0.811842,500534,23765.6,1974.38,2132.81,1584.38,6101360,0.733519,1.02415,1.10823,0.811842,47531.2,3948.75,4265.62,3168.75,12202700,943.202,12261600,0
585.973,0.911984,605493,0,0.0,0.0,0.005,17550,16380,0,1458,1575,0,0,1170,5450244,0,64,585.95,0.835917,605493,16453.1,1366.87,1476.56,1096.88,5109600,0.749669,1.03024,1.17849,0.835917,32906.2,2733.75,2953.12,2193.75,10219200,1140.0,10260000,0
830.401,520.567,530218,147,4072.92,584703.0,0.159,1112438,1331330,357210,81162,93588,385875,286650,67758,296381268,1289467740,21,816.479,480.236,528404,1311640.0,98415.0,111856.0,81438.8,358449000,520.737,521.18,521.209,488.418,2623290.0,196830.0,223712.0,162878.0,716898000,982.408,720105000,1
851.698,461.899,520341,122,4891.56,524547.0,0.133,1122658,1291680,296460,82782,94933,320250,237900,68878,300810522,960085620,65,835.951,424.89,519049,1275520.0,96136.9,109015.0,79441.9,342015000,461.6,461.978,462.02,432.939,2551050.0,192274.0,218031.0,158884.0,684030000,962.396,687151000,1
574.253,1.03112,579203,0,0.0,0.0,0.012,19500,18200,0,1620,1750,0,0,1300,5792926,0,3,574.231,0.790499,579203,18281.3,1518.75,1640.62,1218.75,5430870,0.70978,0.931393,1.04133,0.790499,36562.5,3037.5,3281.25,2437.5,10861700,1090.71,10907100,0
533.824,0.46931,606000,3,1201.87,643810.0,0.196,15600,20410,7290,1296,1400,7875,5850,1040,4735291,28975515,33,533.871,0.812939,606000,20109.4,1670.62,1804.69,1340.62,6250300,0.702939,0.995297,1.1098,0.812939,40218.8,3341.25,3609.38,2681.25,12500600,1140.95,12550500,0
621.285,0.650614,520905,0,0.0,0.0,0.016,15600,14560,0,1296,1400,0,0,1040,4167959,0,75,621.279,0.706129,520905,14625.0,1215.0,1312.5,975.0,3907460,0.650614,0.787116,0.832724,0.706129,29250.0,2430.0,2625.0,1950.0,7814920,981.397,7851180,0
761.996,396.605,496638,9,54048.1,517259.0,0.005,1509016,1433510,21870,112104,128066,23625,17550,93056,386260729,69842160,86,749.666,365.821,495943,1431160.0,106464.0,121538.0,88336.9,366485000,396.405,396.735,396.869,371.82,2862310.0,212929.0,243077.0,176674.0,732969000,921.732,736464000,1
746.049,0.6465,414006,0,0.0,0.0,0.005,15600,14560,0,1296,1400,0,0,1040,3312770,0,83,746.08,0.674851,414006,14625.0,1215.0,1312.5,975.0,3105720,0.6465,0.711692,0.730506,0.674851,29250.0,2430.0,2625.0,1950.0,6211440,780.962,6247700,0
757.899,448.348,495432,14,41853.0,444737.0,0.012,1504458,1439620,34020,110646,127058,36750,27300,92138,385226176,93413670,56,745.131,413.137,494480,1436020.0,105857.0,121414.0,88085.6,366988000,447.982,448.344,448.424,420.18,2872050.0,211714.0,242828.0,176171.0,733976000,918.404,737479000,1
452.908,0.530323,565624,3,1363.13,751389.0,0.289,19500,24050,7290,1620,1750,7875,5850,1300,5099842,33816555,44,452.954,0.765848,565624,23765.6,1974.38,2132.81,1584.38,6894640,0.608292,0.908287,1.00163,0.765848,47531.2,3948.75,4265.62,3168.75,13789300,1065.25,13848200,0
799.726,514.853,515477,5,104720.0,519521.0,0.005,1444102,1365650,12150,105786,121727,13125,9750,88202,384068976,38970795,76,787.181,474.987,514111,1362990.0,99933.8,114939.0,83298.8,362500000,514.48,514.868,514.962,482.53,2725970.0,199867.0,229879.0,166598.0,725001000,957.06,728323000,1
615.561,1.01847,516198,0,0.0,0.0,0.012,17550,16380,0,1458,1575,0,0,1170,4646589,0,40,615.562,0.799599,516198,16453.1,1366.87,1476.56,1096.88,4356180,0.669203,1.01048,1.07695,0.799599,32906.2,2733.75,2953.12,2193.75,8712350,972.571,8753140,0
1579.07,0.568162,673913,0,0.0,0.0,0.005,5850,5460,0,486,525,0,0,390,2022010,0,41,1578.98,0.7468,673913,5484.38,455.625,492.187,365.625,1895630,0.568162,0.986496,1.03271,0.7468,10968.8,911.25,984.375,731.25,3791270,1268.29,3804860,0
533.184,0.85636,360644,0,0.0,0.0,0.005,21450,20020,0,1782,1925,0,0,1430,3968077,0,77,533.207,0.722909,360644,20109.4,1670.62,1804.69,1340.62,3720070,0.66221,0.85636,0.914912,0.722909,40218.8,3341.25,3609.37,2681.25,7440140,680.909,7490000,0
585.933,0.796089,605493,0,0.0,0.0,0.029,17550,16380,0,1458,1575,0,0,1170,5450244,0,64,585.95,0.835917,605493,16453.1,1366.87,1476.56,1096.88,5109600,0.749669,1.03024,1.17849,0.835917,32906.2,2733.75,2953.12,2193.75,10219200,1140.0,10260000,0
806.48,512.807,532938,1,446607.0,925770.0,0.002,1436702,1348750,2430,109026,123202,2625,1950,89902,394042004,13887900,89,792.779,472.365,531795,1348740.0,102364.0,115666.0,84405.0,370282000,512.413,512.803,512.838,480.592,2697470.0,204727.0,231332.0,168810.0,740565000,987.871,743867000,1
743.624,630.126,507641,8,67600.7,531358.0,0.009,1545102,1467960,19440,110322,128652,21000,15600,92742,404968884,63773745,82,732.945,582.511,506861,1463160.0,104642.0,121924.0,87920.6,383644000,630.126,630.556,630.642,590.985,2926320.0,209284.0,243848.0,175841.0,767288000,943.505,770844000,1
781.983,212.148,537113,165,3589.44,541942.0,0.159,1161870,1410110,400950,89586,100420,433125,321750,73510,320446593,1341529380,62,767.931,195.592,534915,1390890.0,109046.0,121214.0,89025.0,384264000,212.294,212.551,212.617,199.183,2781790.0,218092.0,242428.0,178050.0,768529000,993.499,771949000,1
490.751,1.24127,625827,0,0.0,0.0,0.012,23400,21840,0,1944,2100,0,0,1560,7510999,0,54,490.727,0.887158,625827,21937.5,1822.5,1968.75,1462.5,7041560,0.801176,1.15063,1.24127,0.887158,43875.0,3645.0,3937.5,2925.0,14083100,1178.13,14137500,0
796.746,506.181,495645,16,35866.0,479789.0,0.016,1430006,1372540,38880,107082,121831,42000,31200,88666,365603694,115170900,28,783.707,466.981,495498,1369880.0,102819.0,116842.0,85074.4,349952000,506.143,506.546,506.575,474.715,2739760.0,205639.0,233683.0,170149.0,699903000,919.284,703253000,1
801.999,516.22,539134,32,18488.0,575312.0,0.029,1388116,1365520,77760,102060,117216,84000,62400,84996,384919153,276193110,47,788.268,475.893,538097,1359860.0,100541.0,115140.0,83583.8,378124000,516.173,516.633,516.742,484.145,2719720.0,201083.0,230280.0,167168.0,756248000,998.115,759566000,1
743.345,625.486,544223,3,131736.0,445443.0,0.002,1553184,1465490,7290,111456,129634,7875,5850,93544,436825369,20048985,2,732.797,578.14,543394,1461590.0,104946.0,122024.0,88063.1,410777000,625.239,625.729,625.853,586.427,2923190.0,209891.0,244048.0,176126.0,821554000,1011.16,825107000,1
743.624,630.461,507641,137,4343.27,509464.0,0.133,1293552,1484730,332910,89424,106077,359625,267150,75972,339411607,1047132900,82,732.945,582.511,506861,1463160.0,104642.0,121924.0,87920.6,383644000,630.126,630.556,630.642,590.985,2926320.0,209284.0,243848.0,175841.0,767288000,943.505,770844000,1
840.643,0.779052,354691,0,0.0,0.0,0.012,11700,10920,0,972,1050,0,0,780,2128688,0,53,840.634,0.701385,354691,10968.8,911.25,984.375,731.25,1995640,0.6334,0.810344,0.844582,0.701385,21937.5,1822.5,1968.75,1462.5,3991290,669.747,4018480,0
927.945,0.789483,622630,0,0.0,0.0,0.016,11700,10920,0,972,1050,0,0,780,3736322,0,93,927.973,0.857874,622630,10968.8,911.25,984.375,731.25,3502800,0.789483,1.03517,1.15893,0.857874,21937.5,1822.5,1968.75,1462.5,7005600,1172.13,7032800,0
517.042,0.846413,590575,1,3683.2,945377.0,0.054,19500,20150,2430,1620,1750,2625,1950,1300,5551852,14182005,92,517.052,0.759304,590575,20109.4,1670.63,1804.69,1340.62,6091240,0.712741,0.805857,0.877225,0.759304,40218.8,3341.25,3609.37,2681.25,12182500,1112.03,12232300,0
642.625,0.48187,515817,264,2260.98,448503.0,0.3,1304550,1265370,21870,108378,117075,91665,47790,86970,362802933,438284970,72,803.569,265.013,532586,1336910.0,102971.0,115487.0,84521.3,367521000,287.286,287.602,287.655,269.489,2673820.0,205942.0,230974.0,169042.0,735041000,989.706,738321000,1
781.983,212.507,537113,15,37312.3,533012.0,0.012,1454370,1390610,36450,113886,126670,39375,29250,93010,401885362,119947845,11,767.931,195.592,534915,1390890.0,109046.0,121214.0,89025.0,384264000,212.294,212.551,212.617,199.183,2781790.0,218092.0,242428.0,178050.0,768529000,993.499,771949000,1
580.689,0.838255,591857,0,0.0,0.0,0.002,17550,16380,0,1458,1575,0,0,1170,5327520,0,70,580.66,0.787627,591857,16453.1,1366.87,1476.56,1096.88,4994550,0.707423,0.921784,0.949004,0.787627,32906.2,2733.75,2953.12,2193.75,9989100,1114.43,10029900,0
582.87,0.761349,430499,0,0.0,0.0,0.012,19500,18200,0,1620,1750,0,0,1300,4305895,0,2,582.891,0.665484,430499,18281.3,1518.75,1640.62,1218.75,4036780,0.631353,0.708518,0.761349,0.665484,36562.5,3037.5,3281.25,2437.5,8073550,811.887,8118870,0
908.683,220.211,525642,7,57459.3,501139.0,0.005,1268486,1200290,17010,100602,111186,18375,13650,81846,342946053,52629090,26,889.045,201.868,524168,1202000.0,95377.5,105385.0,77583.8,324801000,219.911,220.15,220.211,206.311,2404010.0,190755.0,210771.0,155168.0,649602000,969.633,652563000,1
820.373,367.184,509639,4,126789.0,631643.0,0.005,1411258,1330940,9720,106758,120833,10500,7800,88118,370079188,37903965,6,806.074,338.138,508556,1330370.0,100693.0,113937.0,83098.1,349318000,366.84,367.196,367.214,344.106,2660730.0,201386.0,227874.0,166196.0,698636000,944.674,701893000,1
776.792,219.83,523681,148,4034.34,506042.0,0.133,1210808,1422460,359640,93960,104983,388500,288600,76948,328916311,1123613730,43,762.895,202.504,523058,1405700.0,110565.0,122703.0,90176.3,378585000,219.743,220.042,220.087,206.167,2811390.0,221130.0,245406.0,180352.0,757170000,968.953,760628000,1
799.309,492.701,539467,5,119157.0,747695.0,0.002,1442998,1363830,12150,107082,122398,13125,9750,88918,400381952,56083905,0,787.027,454.775,537893,1361950.0,101149.0,115568.0,83970.0,378863000,492.51,492.899,492.977,461.931,2723900.0,202298.0,231137.0,167940.0,757727000,1001.38,761052000,1
844.879,247.536,550237,3,192153.0,183907.0,0.002,1371906,1290770,7290,106110,118756,7875,5850,86986,389624965,8279865,95,828.589,227.542,548020,1291650.0,99933.8,111826.0,81915.0,365791000,247.294,247.579,247.631,232.0,2583290.0,199868.0,223652.0,163830.0,731582000,1017.66,734752000,1
423.21,0.940323,392321,0,0.0,0.0,0.012,25350,23660,0,2106,2275,0,0,1690,5101341,0,49,423.183,0.7603,392321,23765.6,1974.38,2132.81,1584.38,4782510,0.663345,0.95889,0.981899,0.7603,47531.2,3948.75,4265.62,3168.75,9565010,740.302,9623930,0
830.403,520.997,530218,111,5382.78,497900.0,0.133,1182638,1326650,269730,86994,99888,291375,216450,72438,327068907,829153155,21,816.479,480.236,528404,1311640.0,98415.0,111856.0,81438.8,358449000,520.737,521.18,521.209,488.418,2623290.0,196830.0,223712.0,162878.0,716898000,982.408,720105000,1
624.038,0.837693,567459,1,46.4074,872101.0,0.054,9750,11050,2430,810,875,2625,1950,650,2533103,13082865,14,623.997,0.785594,567459,10968.8,911.25,984.375,731.25,3192460,0.686319,0.95523,1.04635,0.785594,21937.5,1822.5,1968.75,1462.5,6384930,1068.69,6412120,0
820.374,367.191,509639,9,58062.8,582998.0,0.012,1401508,1331590,21870,105948,119958,23625,17550,87468,367358323,78716940,57,806.074,338.138,508556,1330370.0,100693.0,113937.0,83098.1,349318000,366.84,367.196,367.214,344.106,2660730.0,201386.0,227874.0,166196.0,698636000,944.674,701893000,1
817.863,162.292,546245,4,141232.0,610718.0,0.002,1418730,1334580,9720,113238,124755,10500,7800,91950,398017448,36648465,91,801.356,148.996,545006,1337370.0,106768.0,117614.0,86690.6,375432000,162.044,162.289,162.321,152.056,2674740.0,213536.0,235228.0,173381.0,750864000,1008.24,754161000,1
660.417,0.755831,724237,1,2579.68,931830.0,0.133,11700,12870,2430,972,1050,2625,1950,780,4138367,13978800,63,660.432,0.812636,724237,12796.9,1063.12,1148.44,853.125,4753390,0.765763,0.862735,0.988143,0.812636,25593.8,2126.25,2296.88,1706.25,9506790,1362.64,9538510,0
738.796,452.636,532382,1,182442.0,318516.0,0.005,1572238,1477970,2430,115506,132713,2625,1950,96218,432039597,4779090,3,728.113,418.251,531169,1475800.0,108439.0,124583.0,90326.3,405336000,452.465,452.835,452.894,424.385,2951600.0,216878.0,249165.0,180652.0,810672000,989.392,814270000,1
574.231,0.761159,579203,0,0.0,0.0,0.009,19500,18200,0,1620,1750,0,0,1300,5792926,0,3,574.231,0.790499,579203,18281.3,1518.75,1640.62,1218.75,5430870,0.70978,0.931393,1.04133,0.790499,36562.5,3037.5,3281.25,2437.5,10861700,1090.71,10907100,0
785.785,526.431,528476,10,55906.3,355658.0,0.012,1457282,1388140,24300,106110,122482,26250,19500,88642,399200972,53362245,84,774.161,486.15,526855,1384480.0,100997.0,116467.0,84320.6,377586000,526.066,526.46,526.669,493.43,2768970.0,201994.0,232935.0,168641.0,755172000,981.3,758545000,1
531.0,0.79391,421923,0,0.0,0.0,0.005,21450,20020,0,1782,1925,0,0,1430,4642139,0,8,531.022,0.708761,421923,20109.4,1670.63,1804.69,1340.62,4352010,0.613007,0.833959,0.881533,0.708761,40218.8,3341.25,3609.38,2681.25,8704010,795.806,8753860,0
790.481,387.545,504824,16,33548.0,551109.0,0.012,1432708,1374360,38880,108540,122758,42000,31200,89548,371880229,132287670,59,777.005,357.117,503872,1372410.0,104186.0,117711.0,85901.2,356906000,387.318,387.57,387.724,363.287,2744830.0,208373.0,235421.0,171802.0,713811000,935.035,717172000,1
690.259,0.527783,454083,1,2195.98,207683.0,0.066,9750,11050,2430,810,875,2625,1950,650,2517264,3116595,81,690.334,0.729491,454083,10968.7,911.25,984.375,731.25,2554720,0.666985,0.870523,0.93077,0.729491,21937.5,1822.5,1968.75,1462.5,5109440,856.106,5136640,0
623.921,0.528203,567459,1,166.838,992248.0,0.196,9750,11050,2430,810,875,2625,1950,650,2412956,14885070,14,623.997,0.785594,567459,10968.8,911.25,984.375,731.25,3192460,0.686319,0.95523,1.04635,0.785594,21937.5,1822.5,1968.75,1462.5,6384930,1068.69,6412120,0
452.913,0.611944,565624,1,3108.75,193113.0,0.159,23400,23790,2430,1944,2100,2625,1950,1560,7161076,2898045,44,452.954,0.765848,565624,23765.6,1974.38,2132.81,1584.38,6894640,0.608292,0.908287,1.00163,0.765848,47531.2,3948.75,4265.62,3168.75,13789300,1065.25,13848200,0
494.384,0.912278,358722,0,0.0,0.0,0.012,21450,20020,0,1782,1925,0,0,1430,3946932,0,99,494.366,0.745328,358722,20109.4,1670.62,1804.69,1340.62,3700250,0.593446,0.914479,0.934888,0.745328,40218.8,3341.25,3609.38,2681.25,7400500,677.304,7450350,0
479.321,0.851812,525864,0,0.0,0.0,0.054,21450,20020,0,1782,1925,0,0,1430,5785497,0,4,479.342,0.757009,525864,20109.4,1670.63,1804.69,1340.62,5423900,0.66929,0.897063,0.935389,0.757009,40218.8,3341.25,3609.37,2681.25,10847800,990.696,10897700,0
743.345,625.724,544223,9,50087.4,523561.0,0.012,1541484,1466270,21870,110484,128584,23625,17550,92764,433449110,70692870,53,732.797,578.14,543394,1461590.0,104946.0,122024.0,88063.1,410777000,625.239,625.729,625.853,586.427,2923190.0,209891.0,244048.0,176126.0,821554000,1011.16,825107000,1
540.049,0.974762,430959,0,0.0,0.0,0.005,19500,18200,0,1620,1750,0,0,1300,4310491,0,57,540.02,0.775022,430959,18281.3,1518.75,1640.62,1218.75,4041090,0.676917,0.986722,1.05401,0.775022,36562.5,3037.5,3281.25,2437.5,8082170,812.749,8127490,0
441.384,0.724143,618543,0,0.0,0.0,0.002,13650,12740,0,1134,1225,0,0,910,4330429,0,55,441.356,0.773098,618543,12796.9,1063.12,1148.44,853.125,4059780,0.680853,0.894507,0.949629,0.773098,25593.8,2126.25,2296.88,1706.25,8119550,1164.47,8151280,0
763.324,612.423,524621,2,55324.8,554329.0,0.002,1519400,1430780,4860,110808,127800,5250,3900,92520,411304674,16632570,1,751.696,565.192,523515,1428090.0,104186.0,120141.0,86981.3,386638000,611.904,612.378,612.423,573.893,2856190.0,208372.0,240281.0,173963.0,773275000,973.376,776754000,1
891.48,353.119,501392,30,19370.2,569715.0,0.029,1247388,1226940,72900,96228,107838,78750,58500,78948,319897699,256412445,98,873.575,324.588,500123,1224270.0,94770.0,106020.0,77670.0,315930000,353.119,353.426,353.464,331.21,2448540.0,189540.0,212040.0,155340.0,631860000,926.811,634865000,1
518.317,0.897001,584460,0,0.0,0.0,0.012,17550,16380,0,1458,1575,0,0,1170,5260954,0,38,518.285,0.743848,584460,16453.1,1366.87,1476.56,1096.88,4932140,0.712593,0.79259,0.897001,0.743848,32906.2,2733.75,2953.12,2193.75,9864290,1100.56,9905080,0
733.469,344.002,535282,135,4394.25,534045.0,0.133,1324612,1506310,328050,98172,112287,354375,263250,81552,365819237,1081624245,27,721.013,316.984,533647,1488620.0,112539.0,127417.0,92908.1,410557000,343.731,344.109,344.159,322.443,2977240.0,225079.0,254835.0,185816.0,821114000,991.295,824757000,1
585.885,0.562007,605493,0,0.0,0.0,0.159,17550,16380,0,1458,1575,0,0,1170,5450244,0,64,585.95,0.835917,605493,16453.1,1366.87,1476.56,1096.88,5109600,0.749669,1.03024,1.17849,0.835917,32906.2,2733.75,2953.12,2193.75,10219200,1140.0,10260000,0
798.886,349.253,518561,11,44490.3,607495.0,0.012,1431322,1362790,26730,109350,123147,28875,21450,89982,381262184,100251600,48,785.009,321.462,517161,1361970.0,104186.0,117255.0,85698.8,363699000,348.843,349.115,349.154,327.194,2723950.0,208372.0,234510.0,171398.0,727398000,960.232,730736000,1
590.739,0.587938,509506,3,1969.13,343548.0,0.196,13650,18590,7290,1134,1225,7875,5850,910,4065041,15463725,35,590.822,0.744973,509506,18281.3,1518.75,1640.62,1218.75,4777460,0.686305,0.829621,0.867383,0.744973,36562.5,3037.5,3281.25,2437.5,9554920,960.024,9600240,0
789.682,481.97,528906,4,133460.0,561096.0,0.005,1464166,1381900,9720,108378,124041,10500,7800,90066,399255648,33671190,13,777.534,444.909,527578,1379970.0,102212.0,116945.0,84924.4,376407000,481.747,482.076,482.248,451.852,2759940.0,204424.0,233889.0,169849.0,752813000,982.054,756181000,1
841.869,303.161,535989,9,66273.7,688571.0,0.012,1365680,1297010,21870,104976,117855,23625,17550,86220,375485065,92969250,44,825.606,278.62,534217,1296780.0,99781.9,111966.0,81928.1,357828000,302.852,303.127,303.18,284.081,2593560.0,199564.0,223931.0,163856.0,715656000,990.133,718837000,1
693.876,0.89228,366198,0,0.0,0.0,0.012,15600,14560,0,1296,1400,0,0,1040,2930300,0,86,693.898,0.752981,366198,14625.0,1215.0,1312.5,975.0,2747160,0.668537,0.895589,0.927563,0.752981,29250.0,2430.0,2625.0,1950.0,5494310,691.321,5530570,0
451.205,0.835364,644458,0,0.0,0.0,0.016,19500,18200,0,1620,1750,0,0,1300,6445481,0,94,451.212,0.915717,644458,18281.3,1518.75,1640.62,1218.75,6042640,0.807893,1.24709,1.3386,0.915717,36562.5,3037.5,3281.25,2437.5,12085300,1213.06,12130600,0
582.654,0.71037,580323,0,0.0,0.0,0.029,19500,18200,0,1620,1750,0,0,1300,5804125,0,24,582.663,0.771794,580322,18281.3,1518.75,1640.62,1218.75,5441370,0.669102,0.874683,0.951539,0.771794,36562.5,3037.5,3281.25,2437.5,10882700,1092.81,10928100,0
1578.73,0.986496,673913,1,4736.2,105731.0,0.159,3900,5590,2430,324,350,2625,1950,260,1916189,1587315,41,1578.98,0.7468,673913,5484.38,455.625,492.187,365.625,1895630,0.568162,0.986496,1.03271,0.7468,10968.8,911.25,984.375,731.25,3791270,1268.29,3804860,0
505.008,0.423463,457856,1,2284.27,311654.0,0.066,19500,20150,2430,1620,1750,2625,1950,1300,4725659,4676160,30,504.957,0.787354,457856,20109.4,1670.62,1804.69,1340.62,4722570,0.692586,0.994509,1.03875,0.787354,40218.8,3341.25,3609.38,2681.25,9445130,863.18,9494980,0
817.863,162.176,546245,13,45248.7,564476.0,0.012,1401180,1335750,31590,111780,123180,34125,25350,90780,393121324,110090325,91,801.356,148.996,545006,1337370.0,106768.0,117614.0,86690.6,375432000,162.044,162.289,162.321,152.056,2674740.0,213536.0,235228.0,173381.0,750864000,1008.24,754161000,1
432.232,0.955563,445143,0,0.0,0.0,0.012,25350,23660,0,2106,2275,0,0,1690,5788024,0,25,432.215,0.792786,445143,23765.6,1974.38,2132.81,1584.38,5426270,0.759372,0.971695,1.06264,0.792786,47531.2,3948.75,4265.62,3168.75,10852500,839.343,10911500,0
844.879,247.3,550237,21,27445.8,546896.0,0.016,1336806,1293110,51030,103194,115606,55125,40950,84646,378690254,172300530,95,828.589,227.542,548020,1291650.0,99933.8,111826.0,81915.0,365791000,247.294,247.579,247.631,232.0,2583290.0,199868.0,223652.0,163830.0,731582000,1017.66,734752000,1
810.436,326.474,509562,12,44806.7,579635.0,0.012,1412386,1346540,29160,108702,121961,31500,23400,89246,369670767,104350440,15,796.16,300.615,508738,1346050.0,103731.0,116307.0,85130.6,353088000,326.229,326.501,326.604,305.989,2692100.0,207461.0,232614.0,170261.0,706176000,943.456,709479000,1
778.913,576.521,517337,32,18316.1,452528.0,0.029,1430076,1405560,77760,104004,120126,84000,62400,86916,383926375,217256655,25,766.471,532.09,516325,1399200.0,102364.0,117868.0,85383.8,373510000,576.521,576.989,577.029,540.709,2798390.0,204728.0,235736.0,170768.0,747019000,959.627,750429000,1
469.153,0.664209,598137,1,5164.29,917235.0,0.016,21450,21970,2430,1782,1925,2625,1950,1430,6261400,13759875,21,469.167,0.791796,598137,21937.5,1822.5,1968.75,1462.5,6730050,0.664209,0.971515,0.990242,0.791796,43875.0,3645.0,3937.5,2925.0,13460100,1126.21,13514500,0
623.717,0.509072,525916,293,2030.47,488583.0,0.3,1300650,1264970,21870,108054,116725,98955,51030,86710,362057181,515637555,7,796.685,456.956,536198,1343690.0,102668.0,115614.0,84480.0,371656000,496.351,496.698,496.744,465.526,2687380.0,205335.0,231229.0,168960.0,743312000,994.148,746605000,1
851.698,462.008,520341,16,31516.5,412055.0,0.012,1329358,1277900,38880,99954,113483,42000,31200,82658,358221906,98914860,14,835.951,424.89,519049,1275520.0,96136.9,109015.0,79441.9,342015000,461.6,461.978,462.02,432.939,2551050.0,192274.0,218031.0,158884.0,684030000,962.396,687151000,1
799.239,433.131,544197,69,8469.99,567236.0,0.066,1320618,1373970,167670,97686,111843,181125,134550,81198,369062921,587182800,45,786.259,399.759,543642,1364220.0,102060.0,116173.0,84532.5,382695000,433.198,433.599,433.627,406.338,2728440.0,204120.0,232346.0,169065.0,765391000,1008.83,768725000,1
582.733,0.983031,580323,0,0.0,0.0,0.002,19500,18200,0,1620,1750,0,0,1300,5804125,0,24,582.663,0.771794,580322,18281.3,1518.75,1640.62,1218.75,5441370,0.669102,0.874683,0.951539,0.771794,36562.5,3037.5,3281.25,2437.5,10882700,1092.81,10928100,0
789.682,481.78,528906,31,19112.5,513478.0,0.029,1411516,1385410,75330,104004,119316,81375,60450,86556,385579791,238809045,64,777.534,444.909,527578,1379970.0,102212.0,116945.0,84924.4,376407000,481.747,482.076,482.248,451.852,2759940.0,204424.0,233889.0,169849.0,752813000,982.054,756181000,1
833.265,482.108,530521,25,22937.7,514748.0,0.029,1345780,1311830,60750,99468,113930,65625,48750,82700,368631349,193064175,36,820.596,445.289,529899,1307370.0,97048.1,110911.0,80578.1,357658000,482.108,482.423,482.487,452.162,2614740.0,194096.0,221822.0,161156.0,715317000,984.258,718509000,1
